Age,Attrition,BusinessTravel,DailyRate,DailyRate_capped,DailyRate_z,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,HourlyRate_capped,HourlyRate_z,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyIncome_capped,MonthlyIncome_z,MonthlyIncome_isOutlier,MonthlyRate,MonthlyRate_capped,MonthlyRate_z,NumCompaniesWorked,NumCompaniesWorked_capped,NumCompaniesWorked_z,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TotalWorkingYears_capped,TotalWorkingYears_z,TrainingTimesLastYear,WorkLifeBalance,SatisfactionIndex,YearsAtCompany,YearsAtCompany_capped,YearsAtCompany_z,TenureRatio,YearsInCurrentRole,YearsInCurrentRole_capped,YearsInCurrentRole_z,YearsSinceLastPromotion,YearsSinceLastPromotion_capped,YearsSinceLastPromotion_z,YearsWithCurrManager,YearsWithCurrManager_capped,YearsWithCurrManager_z
41,Yes,Travel_Frequently,143,143,-1.6343762779590985,Sales,4,3,Marketing,1,Male,56,56,-0.4865437830049173,3,2,Sales Executive,2,Single,9355,9355,0.6057975548411952,0,9558,9558,-0.6680593335538022,1,1.0,-0.6778187248056703,No,18,3,3,0,8,8.0,-0.42149901822042835,5,3,2.25,8,8,0.1618922162877623,1.0,7,7.0,0.7647373736526294,7,7.0,1.493358887967425,7,7.0,0.8062670961106719
50,No,Travel_Rarely,1046,1046,0.6034914711021261,Research & Development,10,3,Technical Degree,4,Male,100,100,1.6778064159622468,2,3,Healthcare Representative,4,Single,10496,10496,0.848153220487025,0,2755,2755,-1.6238340587071483,6,6.0,1.3237753399036383,No,15,3,4,0,20,20.0,1.120762479561541,2,3,3.75,4,4,-0.4910064335601377,0.2,3,3.0,-0.339278280066091,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
40,Yes,Travel_Rarely,575,575,-0.5637684511656887,Sales,22,2,Marketing,3,Male,68,68,0.10373354398612747,2,2,Sales Executive,3,Married,6380,6380,-0.02611138932737931,0,6110,6110,-1.1524796264141193,2,2.0,-0.27749991186380857,Yes,12,3,1,2,8,8.0,-0.42149901822042835,6,3,2.5,6,6,-0.1645571086361877,0.75,4,4.0,-0.06327436663641088,1,1.0,-0.3685898527395261,0,0.0,-1.1555414685244687
31,No,Travel_Rarely,408,408,-0.9776376805048078,Research & Development,9,4,Life Sciences,3,Male,42,42,-1.1752006644944695,2,1,Research Scientist,2,Single,2657,2657,-0.8169002966011955,0,7551,7551,-0.950029034183343,0,0.0,-1.078137537747532,Yes,16,3,4,0,3,3.0,-1.0641079756295821,5,3,3.0,2,2,-0.8174557584840876,0.6666666666666666,2,2.0,-0.6152821934957711,2,2.0,-0.058265062621700905,2,2.0,-0.5950247357715714
21,Yes,Travel_Rarely,156,156,-1.6021589128009635,Sales,12,3,Life Sciences,3,Female,90,90,1.1859086434697095,4,1,Sales Representative,2,Single,2716,2716,-0.8043683209017178,0,25422,25422,1.5607235916016706,1,1.0,-0.6778187248056703,No,15,3,4,0,1,1.0,-1.3211515585932438,0,3,3.0,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
29,No,Travel_Rarely,1283,1283,1.1908388205235108,Research & Development,23,3,Life Sciences,4,Male,54,54,-0.5849233375034247,3,1,Research Scientist,4,Single,2201,2201,-0.9137576003124123,0,18168,18168,0.5415864673531962,9,8.5,2.324572372258293,No,16,3,4,0,6,6.0,-0.6785426011840899,4,3,3.75,3,3,-0.6542310960221126,0.5,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
35,No,Travel_Rarely,755,755,-0.11768185666843464,Research & Development,9,4,Life Sciences,3,Male,97,97,1.5302370842144857,2,2,Healthcare Representative,2,Single,6540,6540,0.007873629518661674,0,19394,19394,0.7138310378423924,9,8.5,2.324572372258293,No,19,3,3,0,10,10.0,-0.16445543525676679,5,3,2.75,1,1,-0.9806804209460626,0.1,1,1.0,-0.8912861069254512,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
27,No,Travel_Rarely,1469,1469,1.6517949681706732,Research & Development,1,2,Medical,4,Male,82,82,0.7923904254756797,3,1,Laboratory Technician,2,Divorced,3816,3816,-0.5707213163351861,0,17881,17881,0.5012649406562961,1,1.0,-0.6778187248056703,No,11,3,2,1,5,5.0,-0.8070643926659207,2,3,2.75,5,5,-0.32778177109816264,1.0,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,4,4.0,-0.03450800301867408
28,No,Travel_Rarely,304,304,-1.235376601769888,Sales,9,4,Life Sciences,2,Male,92,92,1.284288197968217,3,2,Sales Executive,4,Single,5253,5253,-0.2654933658241805,0,20750,20750,0.9043397145009162,1,1.0,-0.6778187248056703,No,16,3,4,0,7,7.0,-0.5500208097022591,1,3,3.25,7,7,-0.0013324461742127045,1.0,5,5.0,0.21272954679326922,0,0.0,-0.6789146428573514,7,7.0,0.8062670961106719
49,No,Travel_Rarely,1261,1261,1.136317125640513,Research & Development,7,3,Other,2,Male,31,31,-1.7162882142362605,2,3,Healthcare Representative,3,Single,10965,10965,0.9477718069794826,0,12066,12066,-0.31570257761016085,8,8.0,2.124412965787362,No,24,4,3,0,26,26.0,1.8918932284525256,2,3,2.75,5,5,-0.32778177109816264,0.19230769230769232,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
51,No,Travel_Rarely,1178,1178,0.9306216404001124,Sales,14,2,Life Sciences,3,Female,87,87,1.0383393117219484,3,2,Sales Executive,4,Married,4936,4936,-0.3328261844128992,0,14862,14862,0.07711619815475983,4,4.0,0.5231377140199149,No,11,3,3,1,18,18.0,0.8637188965978794,2,2,3.0,7,7,-0.0013324461742127045,0.3888888888888889,7,7.0,0.7647373736526294,0,0.0,-0.6789146428573514,7,7.0,0.8062670961106719
36,No,Travel_Rarely,329,329,-1.173420130311936,Research & Development,2,3,Life Sciences,4,Female,96,96,1.481047306965232,3,1,Research Scientist,3,Married,2543,2543,-0.8411146225289997,0,11868,11868,-0.34352021623729045,4,4.0,0.5231377140199149,No,13,3,2,1,6,6.0,-0.6785426011840899,3,3,3.0,2,2,-0.8174557584840876,0.3333333333333333,2,2.0,-0.6152821934957711,2,2.0,-0.058265062621700905,2,2.0,-0.5950247357715714
34,Yes,Non-Travel,1362,1362,1.3866212703306389,Sales,19,3,Marketing,1,Male,67,67,0.05454376673687373,4,2,Sales Executive,4,Single,5304,5304,-0.2546606410670049,0,4652,4652,-1.3573186017593462,8,8.0,2.124412965787362,Yes,13,3,2,0,9,9.0,-0.29297722673859755,3,2,2.25,5,5,-0.32778177109816264,0.5555555555555556,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,4,4.0,-0.03450800301867408
55,No,Travel_Rarely,1311,1311,1.260230068556417,Research & Development,2,3,Life Sciences,3,Female,97,97,1.5302370842144857,3,4,Manager,4,Single,16659,16581,2.140645968475521,1,23258,23258,1.2566964704445576,2,2.0,-0.27749991186380857,Yes,13,3,3,0,30,28.5,2.2131977071571027,2,3,3.25,5,5,-0.32778177109816264,0.16666666666666666,4,4.0,-0.06327436663641088,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
24,No,Travel_Rarely,1371,1371,1.4089256000555015,Sales,10,4,Marketing,4,Female,77,77,0.5464415392294111,3,2,Sales Executive,3,Divorced,4260,4260,-0.47641288903742235,0,5915,5915,-1.1798757856681106,1,1.0,-0.6778187248056703,Yes,12,3,4,1,5,5.0,-0.8070643926659207,2,4,3.75,5,5,-0.32778177109816264,1.0,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,3,3.0,-0.31476636939512276
30,No,Travel_Rarely,202,202,-1.488159005318332,Sales,2,1,Technical Degree,3,Male,72,72,0.30049265298314237,3,1,Sales Representative,2,Married,2476,2476,-0.8553458491707794,0,17434,17434,0.4384645140586855,1,1.0,-0.6778187248056703,No,18,3,1,1,1,1.0,-1.3211515585932438,3,3,2.25,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
26,Yes,Travel_Frequently,575,575,-0.5637684511656887,Research & Development,3,1,Technical Degree,3,Male,73,73,0.3496824302323961,3,1,Research Scientist,1,Single,3102,3102,-0.7223794629356439,0,6582,6582,-1.0861668717070225,0,0.0,-1.078137537747532,No,22,4,3,0,7,7.0,-0.5500208097022591,2,3,2.5,6,6,-0.1645571086361877,0.8571428571428571,4,4.0,-0.06327436663641088,0,0.0,-0.6789146428573514,4,4.0,-0.03450800301867408
22,No,Travel_Rarely,253,253,-1.3617678035441099,Research & Development,11,3,Medical,1,Female,43,43,-1.1260108872452157,3,1,Research Scientist,2,Married,2244,2244,-0.9046241264975388,0,24440,24440,1.4227593434610584,1,1.0,-0.6778187248056703,No,13,3,4,1,2,2.0,-1.192629767111413,1,3,2.5,2,2,-0.8174557584840876,1.0,1,1.0,-0.8912861069254512,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
36,No,Travel_Rarely,164,164,-1.582332841934419,Sales,2,2,Medical,2,Male,61,61,-0.24059489675864865,2,3,Sales Executive,3,Married,7596,7596,0.23217475390253217,0,3809,3809,-1.4757543056112161,1,1.0,-0.6778187248056703,No,13,3,2,2,10,10.0,-0.16445543525676679,2,3,2.5,10,10,0.48834154121171225,1.0,9,9.0,1.3167452005119897,9,7.5,1.6485212830263376,0,0.0,-1.1555414685244687
30,Yes,Travel_Frequently,464,464,-0.8388551844389954,Research & Development,4,3,Technical Degree,3,Male,40,40,-1.273580218992977,3,1,Research Scientist,4,Single,2285,2285,-0.8959154654182407,0,3427,3427,-1.529422679124163,9,8.5,2.324572372258293,Yes,23,4,3,0,3,3.0,-1.0641079756295821,4,3,3.25,1,1,-0.9806804209460626,0.3333333333333333,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
37,No,Travel_Rarely,1107,1107,0.7546652614595288,Research & Development,14,3,Life Sciences,4,Female,95,95,1.4318575297159781,3,1,Laboratory Technician,1,Divorced,3034,3034,-0.7368230959452114,0,26914,26914,1.7703393331757986,1,1.0,-0.6778187248056703,No,12,3,3,1,18,18.0,0.8637188965978794,2,2,2.5,18,18,1.794138840907512,1.0,7,7.0,0.7647373736526294,12,7.5,1.6485212830263376,17,14.5,2.908204843934037
40,No,Travel_Rarely,759,759,-0.10776882123516233,Sales,2,2,Marketing,4,Female,46,46,-0.9784415554974546,3,2,Sales Executive,2,Divorced,5715,5715,-0.16736162390623716,0,22553,22553,1.1576488177570508,7,7.0,1.7240941528455003,No,12,3,3,2,8,8.0,-0.42149901822042835,5,3,3.0,5,5,-0.32778177109816264,0.625,4,4.0,-0.06327436663641088,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
42,No,Travel_Rarely,201,201,-1.4906372641766499,Research & Development,1,4,Life Sciences,2,Female,95,95,1.4318575297159781,3,1,Laboratory Technician,1,Divorced,2576,2576,-0.8341052123920037,0,20490,20490,0.8678115021622612,3,3.0,0.12281890107805317,No,16,3,2,1,8,8.0,-0.42149901822042835,5,3,2.0,5,5,-0.32778177109816264,0.625,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
37,No,Travel_Rarely,1305,1305,1.2453605154065084,Research & Development,10,4,Life Sciences,3,Male,49,49,-0.8308722237496934,3,2,Manufacturing Director,2,Single,4197,4197,-0.489794490208051,0,21123,21123,0.9567436498944482,2,2.0,-0.27749991186380857,Yes,12,3,4,0,18,18.0,0.8637188965978794,2,2,2.75,1,1,-0.9806804209460626,0.05555555555555555,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,1,1.0,-0.8752831021480201
43,No,Travel_Rarely,982,982,0.4448829041697691,Research & Development,12,3,Life Sciences,1,Male,59,59,-0.3389744512571561,2,4,Research Director,2,Divorced,14336,14336,1.6637936727920086,0,4345,4345,-1.400449990943835,1,1.0,-0.6778187248056703,No,11,3,3,1,25,25.0,1.7633714369706948,3,3,2.25,25,18,1.794138840907512,1.0,10,10.0,1.5927491139416698,3,3.0,0.2520597274961243,9,9.0,1.3667838288635692
40,No,Travel_Rarely,555,555,-0.6133336283320503,Research & Development,2,3,Medical,2,Female,78,78,0.5956313164786647,2,2,Laboratory Technician,3,Married,3448,3448,-0.6488868596810804,0,13436,13436,-0.12322699721032492,6,6.0,1.3237753399036383,No,22,4,2,1,20,20.0,1.120762479561541,3,3,2.5,1,1,-0.9806804209460626,0.05,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
54,No,Travel_Rarely,821,821,0.045883227980558515,Research & Development,5,2,Medical,1,Male,86,86,0.9891495344726946,3,5,Research Director,1,Married,19406,16581,2.140645968475521,1,8509,8509,-0.8154366210278372,4,4.0,0.5231377140199149,No,11,3,3,1,24,24.0,1.6348496454888641,4,2,1.75,4,4,-0.4910064335601377,0.16666666666666666,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
34,No,Non-Travel,1381,1381,1.4337081886386822,Sales,4,4,Marketing,3,Female,72,72,0.30049265298314237,3,2,Sales Executive,3,Married,6538,6538,0.0074488167830861615,0,12740,12740,-0.22101021177841676,9,8.5,2.324572372258293,No,15,3,1,1,6,6.0,-0.6785426011840899,3,3,2.5,3,3,-0.6542310960221126,0.5,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
31,No,Travel_Rarely,480,480,-0.7992030427059061,Research & Development,7,2,Medical,2,Female,31,31,-1.7162882142362605,3,2,Manufacturing Director,1,Married,4306,4306,-0.46664219611918556,0,4156,4156,-1.4270031914515495,1,1.0,-0.6778187248056703,No,12,3,2,1,13,13.0,0.22110993918872554,5,1,1.5,13,13,0.9780155285976372,1.0,10,10.0,1.5927491139416698,3,3.0,0.2520597274961243,12,12.0,2.207558927992915
43,No,Travel_Frequently,313,313,-1.2130722720450253,Research & Development,21,3,Medical,4,Male,61,61,-0.24059489675864865,3,1,Laboratory Technician,4,Married,2258,2258,-0.9016504373485101,0,15238,15238,0.12994161292143014,7,7.0,1.7240941528455003,No,20,4,1,1,8,8.0,-0.42149901822042835,1,3,3.0,3,3,-0.6542310960221126,0.375,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,2,2.0,-0.5950247357715714
43,No,Travel_Rarely,1473,1473,1.6617080036039455,Research & Development,8,4,Other,3,Female,74,74,0.39887220748164987,3,2,Healthcare Representative,3,Divorced,4522,4522,-0.42076242067703024,0,2227,2227,-1.6980144283794938,4,4.0,0.5231377140199149,Yes,14,3,4,0,8,8.0,-0.42149901822042835,3,3,3.25,5,5,-0.32778177109816264,0.625,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,2,2.0,-0.5950247357715714
25,No,Travel_Rarely,891,891,0.21936134806282398,Sales,4,2,Life Sciences,2,Female,99,99,1.628616638712993,2,2,Sales Executive,4,Single,4487,4487,-0.4281966435496017,0,12090,12090,-0.3123307426250543,1,1.0,-0.6778187248056703,Yes,11,3,2,0,5,5.0,-0.8070643926659207,3,3,2.75,5,5,-0.32778177109816264,1.0,4,4.0,-0.06327436663641088,1,1.0,-0.3685898527395261,3,3.0,-0.31476636939512276
37,No,Non-Travel,1063,1063,0.6456218716935335,Research & Development,25,5,Medical,2,Female,72,72,0.30049265298314237,3,2,Research Scientist,3,Married,4449,4449,-0.4362680855255364,0,23866,23866,1.3421162900672583,3,3.0,0.12281890107805317,Yes,15,3,1,2,15,15.0,0.4781535221523871,2,3,2.25,13,13,0.9780155285976372,0.8666666666666667,11,11.0,1.8687530273713497,10,7.5,1.6485212830263376,7,7.0,0.8062670961106719
31,No,Travel_Rarely,329,329,-1.173420130311936,Research & Development,1,2,Life Sciences,4,Male,98,98,1.5794268614637395,2,1,Laboratory Technician,1,Married,2218,2218,-0.9101466920600204,0,16193,16193,0.2641125467037975,1,1.0,-0.6778187248056703,No,12,3,3,1,4,4.0,-0.9355861841477514,3,3,2.75,4,4,-0.4910064335601377,1.0,2,2.0,-0.6152821934957711,3,3.0,0.2520597274961243,2,2.0,-0.5950247357715714
39,No,Travel_Frequently,1218,1218,1.0297519947328355,Research & Development,1,1,Life Sciences,2,Male,52,52,-0.6833028920019322,3,5,Manager,3,Divorced,19197,16581,2.140645968475521,1,8213,8213,-0.8570225858441521,1,1.0,-0.6778187248056703,Yes,14,3,3,1,21,21.0,1.2492842710433718,3,3,2.75,21,18,1.794138840907512,1.0,8,8.0,1.0407412870823096,1,1.0,-0.3685898527395261,6,6.0,0.5260087297342232
56,No,Travel_Frequently,906,906,0.25653523093759517,Sales,6,3,Life Sciences,3,Female,86,86,0.9891495344726946,4,4,Sales Executive,1,Married,13212,13212,1.4250489153985708,0,18256,18256,0.553949862298587,9,8.5,2.324572372258293,No,11,3,4,3,36,28.5,2.2131977071571027,0,2,2.5,7,7,-0.0013324461742127045,0.19444444444444445,7,7.0,0.7647373736526294,7,7.0,1.493358887967425,7,7.0,0.8062670961106719
30,No,Travel_Rarely,1082,1082,0.6927087900015769,Sales,12,3,Technical Degree,2,Female,83,83,0.8415802027249334,3,2,Sales Executive,3,Single,6577,6577,0.01573266512680865,0,19558,19558,0.7368719102406209,0,0.0,-1.078137537747532,No,11,3,2,0,6,6.0,-0.6785426011840899,6,3,2.5,5,5,-0.32778177109816264,0.8333333333333334,4,4.0,-0.06327436663641088,4,4.0,0.5623845176139496,4,4.0,-0.03450800301867408
41,No,Travel_Rarely,645,645,-0.39029033108342326,Sales,1,3,Marketing,2,Male,49,49,-0.8308722237496934,4,3,Sales Executive,1,Married,8392,8392,0.40125022266158605,0,19566,19566,0.7379958552356565,1,1.0,-0.6778187248056703,No,16,3,3,1,10,10.0,-0.16445543525676679,2,3,2.25,10,10,0.48834154121171225,1.0,7,7.0,0.7647373736526294,0,0.0,-0.6789146428573514,7,7.0,0.8062670961106719
28,No,Travel_Rarely,1300,1300,1.232969221114918,Research & Development,17,2,Medical,3,Male,79,79,0.6448210937279185,3,2,Laboratory Technician,1,Divorced,4558,4558,-0.41311579143667104,0,13535,13535,-0.10931817789676013,1,1.0,-0.6778187248056703,No,12,3,4,1,10,10.0,-0.16445543525676679,2,3,2.75,10,10,0.48834154121171225,1.0,0,0.0,-1.1672900203551313,1,1.0,-0.3685898527395261,8,8.0,1.0865254624871206
25,Yes,Travel_Rarely,688,688,-0.2837252001757459,Research & Development,3,3,Medical,1,Male,91,91,1.2350984207189633,3,1,Laboratory Technician,1,Married,4031,4031,-0.5250539472608186,0,9396,9396,-0.6908192197032719,5,5.0,0.9234565269617766,No,13,3,3,1,6,6.0,-0.6785426011840899,5,3,2.0,2,2,-0.8174557584840876,0.3333333333333333,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,2,2.0,-0.5950247357715714
52,No,Travel_Rarely,319,319,-1.1982027188951168,Research & Development,3,3,Medical,4,Male,39,39,-1.3227699962422308,2,3,Manufacturing Director,3,Married,7969,7969,0.3114023290873652,0,19609,19609,0.7440370595839725,2,2.0,-0.27749991186380857,Yes,14,3,3,0,28,28.0,2.1489368114161875,4,3,3.25,5,5,-0.32778177109816264,0.17857142857142858,4,4.0,-0.06327436663641088,0,0.0,-0.6789146428573514,4,4.0,-0.03450800301867408
45,No,Travel_Rarely,192,192,-1.5129415939015127,Research & Development,10,2,Life Sciences,1,Male,69,69,0.1529233212353812,3,1,Research Scientist,4,Married,2654,2654,-0.8175375157045587,0,9655,9655,-0.6544315004889963,3,3.0,0.12281890107805317,No,21,4,4,2,8,8.0,-0.42149901822042835,3,2,2.75,2,2,-0.8174557584840876,0.25,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,2,2.0,-0.5950247357715714
52,No,Travel_Rarely,1490,1490,1.703838404195353,Research & Development,4,2,Life Sciences,4,Female,30,30,-1.7654779914855143,3,4,Manager,4,Married,16555,16555,2.1351234029130395,0,10310,10310,-0.5624085040204616,2,2.0,-0.27749991186380857,No,13,3,4,0,31,28.5,2.2131977071571027,2,1,3.25,5,5,-0.32778177109816264,0.16129032258064516,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,4,4.0,-0.03450800301867408
42,No,Travel_Frequently,532,532,-0.6703335820733661,Research & Development,29,2,Life Sciences,1,Female,92,92,1.284288197968217,3,2,Research Scientist,3,Divorced,4556,4556,-0.41354060417224653,0,12932,12932,-0.19403553189756384,2,2.0,-0.27749991186380857,No,11,3,2,1,19,19.0,0.9922406880797102,3,3,2.25,5,5,-0.32778177109816264,0.2631578947368421,4,4.0,-0.06327436663641088,0,0.0,-0.6789146428573514,2,2.0,-0.5950247357715714
30,No,Travel_Rarely,317,317,-1.203159236611753,Research & Development,2,3,Life Sciences,3,Female,43,43,-1.1260108872452157,1,2,Manufacturing Director,4,Single,6091,6091,-0.08749682961804084,0,24793,24793,1.4723534163670013,2,2.0,-0.27749991186380857,No,20,4,3,0,11,11.0,-0.035933643774936005,2,3,3.25,5,5,-0.32778177109816264,0.45454545454545453,4,4.0,-0.06327436663641088,0,0.0,-0.6789146428573514,2,2.0,-0.5950247357715714
60,No,Travel_Rarely,422,422,-0.9429420564883547,Research & Development,7,3,Life Sciences,1,Female,41,41,-1.2243904417437232,3,5,Manager,1,Married,19566,16581,2.140645968475521,1,3854,3854,-1.4694321150141412,5,5.0,0.9234565269617766,No,11,3,4,0,33,28.5,2.2131977071571027,5,1,1.75,29,18,1.794138840907512,0.8787878787878788,8,8.0,1.0407412870823096,11,7.5,1.6485212830263376,10,10.0,1.6470421952400178
46,No,Travel_Rarely,1485,1485,1.6914471099037625,Research & Development,18,3,Medical,3,Female,87,87,1.0383393117219484,3,2,Manufacturing Director,3,Divorced,4810,4810,-0.35958938675415647,0,26314,26314,1.6860434585481332,2,2.0,-0.27749991186380857,No,14,3,3,1,19,19.0,0.9922406880797102,5,2,2.75,10,10,0.48834154121171225,0.5263157894736842,7,7.0,0.7647373736526294,0,0.0,-0.6789146428573514,8,8.0,1.0865254624871206
42,No,Travel_Frequently,1368,1368,1.4014908234805472,Research & Development,28,4,Technical Degree,4,Female,88,88,1.0875290889712022,2,2,Healthcare Representative,4,Married,4523,4523,-0.4205500143092425,0,4386,4386,-1.3946897728442778,0,0.0,-1.078137537747532,No,11,3,4,3,7,7.0,-0.5500208097022591,4,4,4.0,6,6,-0.1645571086361877,0.8571428571428571,5,5.0,0.21272954679326922,0,0.0,-0.6789146428573514,4,4.0,-0.03450800301867408
24,Yes,Travel_Rarely,1448,1448,1.5997515321459936,Sales,1,1,Technical Degree,1,Female,62,62,-0.19140511950939493,3,1,Sales Representative,2,Single,3202,3202,-0.7011388261568684,0,21972,21972,1.0760223124925947,1,1.0,-0.6778187248056703,Yes,16,3,2,0,6,6.0,-0.6785426011840899,4,3,2.0,5,5,-0.32778177109816264,0.8333333333333334,3,3.0,-0.339278280066091,1,1.0,-0.3685898527395261,4,4.0,-0.03450800301867408
34,Yes,Travel_Frequently,296,296,-1.2552026726364325,Sales,6,2,Marketing,4,Female,33,33,-1.617908659737753,1,1,Sales Representative,3,Divorced,2351,2351,-0.8818966451442488,0,12253,12253,-0.28943036335120514,0,0.0,-1.078137537747532,No,16,3,4,1,3,3.0,-1.0641079756295821,3,2,3.25,2,2,-0.8174557584840876,0.6666666666666666,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,0,0.0,-1.1555414685244687
38,No,Travel_Frequently,1490,1490,1.703838404195353,Research & Development,2,2,Life Sciences,4,Male,42,42,-1.1752006644944695,3,1,Laboratory Technician,4,Married,1702,1702,-1.0197483778385026,0,12106,12106,-0.3100828526349832,1,1.0,-0.6778187248056703,Yes,23,4,3,1,1,1.0,-1.3211515585932438,3,3,3.5,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
40,No,Travel_Rarely,1398,1398,1.4758385892300896,Sales,2,4,Life Sciences,3,Female,79,79,0.6448210937279185,3,5,Manager,3,Married,18041,16581,2.140645968475521,1,13022,13022,-0.18139115070341402,0,0.0,-1.078137537747532,No,14,3,4,0,21,21.0,1.2492842710433718,2,3,3.25,20,18,1.794138840907512,0.9523809523809523,15,14.5,2.8347667243752306,1,1.0,-0.3685898527395261,12,12.0,2.207558927992915
26,No,Travel_Rarely,1349,1349,1.3544039051725039,Research & Development,23,3,Life Sciences,1,Female,90,90,1.1859086434697095,3,1,Research Scientist,4,Divorced,2886,2886,-0.7682592383777993,0,3032,3032,-1.5849174632540428,1,1.0,-0.6778187248056703,No,22,4,2,2,3,3.0,-1.0641079756295821,3,1,2.0,3,3,-0.6542310960221126,1.0,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,2,2.0,-0.5950247357715714
30,No,Non-Travel,1400,1400,1.4807951069467258,Research & Development,3,3,Life Sciences,3,Male,53,53,-0.6341131147526785,3,1,Laboratory Technician,4,Married,2097,2097,-0.9358478625623389,0,16734,16734,0.34011932699307584,4,4.0,0.5231377140199149,No,15,3,3,1,9,9.0,-0.29297722673859755,3,1,2.75,5,5,-0.32778177109816264,0.5555555555555556,3,3.0,-0.339278280066091,1,1.0,-0.3685898527395261,4,4.0,-0.03450800301867408
29,No,Travel_Rarely,986,986,0.45479593960304143,Research & Development,3,4,Medical,2,Male,93,93,1.3334779752174708,2,3,Research Director,3,Married,11935,11935,1.153805983733606,0,21526,21526,1.0133623790193633,1,1.0,-0.6778187248056703,No,18,3,3,0,10,10.0,-0.16445543525676679,2,3,2.75,10,10,0.48834154121171225,1.0,2,2.0,-0.6152821934957711,0,0.0,-0.6789146428573514,7,7.0,0.8062670961106719
29,Yes,Travel_Rarely,408,408,-0.9776376805048078,Research & Development,25,5,Technical Degree,3,Female,71,71,0.25130287573388865,2,1,Research Scientist,2,Married,2546,2546,-0.8404774034256364,0,18300,18300,0.5601315597712825,5,5.0,0.9234565269617766,No,16,3,2,0,6,6.0,-0.6785426011840899,2,4,2.75,2,2,-0.8174557584840876,0.3333333333333333,2,2.0,-0.6152821934957711,1,1.0,-0.3685898527395261,1,1.0,-0.8752831021480201
19,Yes,Travel_Rarely,489,489,-0.7768987129810434,Human Resources,2,2,Technical Degree,1,Male,52,52,-0.6833028920019322,2,1,Human Resources,4,Single,2564,2564,-0.8366540888054568,0,18437,18437,0.579379117811266,1,1.0,-0.6778187248056703,No,12,3,3,0,1,1.0,-1.3211515585932438,3,4,3.0,1,1,-0.9806804209460626,1.0,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
30,No,Non-Travel,1398,1398,1.4758385892300896,Sales,22,4,Other,3,Female,69,69,0.1529233212353812,3,3,Sales Executive,1,Married,8412,8412,0.4054983500173412,0,2890,2890,-1.6048674869159236,0,0.0,-1.078137537747532,No,11,3,3,0,10,10.0,-0.16445543525676679,3,3,2.5,9,9,0.32511687874973727,0.9,8,8.0,1.0407412870823096,7,7.0,1.493358887967425,8,8.0,1.0865254624871206
57,No,Travel_Rarely,210,210,-1.4683329344517873,Sales,29,3,Marketing,1,Male,56,56,-0.4865437830049173,2,4,Manager,4,Divorced,14118,14118,1.6174890846142778,0,22102,22102,1.0942864186619221,3,3.0,0.12281890107805317,No,12,3,3,1,32,28.5,2.2131977071571027,3,2,2.5,1,1,-0.9806804209460626,0.03125,0,0.0,-1.1672900203551313,0,0.0,-0.6789146428573514,0,0.0,-1.1555414685244687
