Age,BusinessTravel,DailyRate_capped,DailyRate_z,Department,DistanceFromHome,Education,EducationField,Gender,HourlyRate_capped,HourlyRate_z,JobInvolvement,JobLevel,JobRole,MaritalStatus,MonthlyIncome_capped,MonthlyIncome_z,MonthlyRate_capped,MonthlyRate_z,NumCompaniesWorked_capped,NumCompaniesWorked_z,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,TotalWorkingYears_capped,TotalWorkingYears_z,TrainingTimesLastYear,WorkLifeBalance,SatisfactionIndex,YearsAtCompany_capped,YearsAtCompany_z,TenureRatio,YearsInCurrentRole_capped,YearsInCurrentRole_z,YearsSinceLastPromotion_capped,YearsSinceLastPromotion_z,YearsWithCurrManager_capped,YearsWithCurrManager_z
55,Travel_Rarely,147,-1.6244632425258263,Research & Development,20,2,Technical Degree,Male,37,-1.4211495507407381,3,2,Laboratory Technician,Married,5415,-0.231083534242564,15972,0.2330635662159408,3.0,0.12281890107805317,Yes,19,3,1,12.0,0.09258814770689477,4,3,3.25,10,0.48834154121171225,0.8333333333333334,7.0,0.7647373736526294,0.0,-0.6789146428573514,8.0,1.0865254624871206
26,Travel_Frequently,496,-0.7595509009728169,Research & Development,11,2,Medical,Male,60,-0.28978467400790237,3,2,Healthcare Representative,Married,4741,-0.3742454261315116,22722,1.1813921557771765,1.0,-0.6778187248056703,Yes,13,3,1,5.0,-0.8070643926659207,3,3,2.0,5,-0.32778177109816264,1.0,3.0,-0.339278280066091,3.0,0.2520597274961243,3.0,-0.31476636939512276
26,Travel_Rarely,1449,1.6022297910043117,Research & Development,16,4,Medical,Male,45,-1.0276313327467084,3,1,Laboratory Technician,Divorced,2373,-0.8772237050529182,14180,-0.01870011267201983,2.0,-0.27749991186380857,Yes,13,3,1,5.0,-0.8070643926659207,2,3,2.5,3,-0.6542310960221126,0.6,2.0,-0.6152821934957711,0.0,-0.6789146428573514,2.0,-0.5950247357715714
49,Travel_Frequently,636,-0.41259466080828594,Research & Development,10,4,Life Sciences,Female,35,-1.5195291052392457,3,5,Research Director,Single,16581,2.140645968475521,25594,1.5848884089949347,8.5,2.324572372258293,Yes,11,3,0,22.0,1.3778060625252024,4,3,2.75,3,-0.6542310960221126,0.13636363636363635,2.0,-0.6152821934957711,1.0,-0.3685898527395261,2.0,-0.5950247357715714
31,Travel_Frequently,444,-0.888420361605357,Sales,5,3,Marketing,Female,84,0.8907699799741872,3,1,Sales Representative,Divorced,2789,-0.7888626560532116,3909,-1.4617049931732717,1.0,-0.6778187248056703,No,11,3,1,2.0,-1.192629767111413,5,2,2.75,2,-0.8174557584840876,1.0,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
37,Travel_Frequently,889,0.21440483034618785,Research & Development,9,3,Medical,Male,53,-0.6341131147526785,3,1,Research Scientist,Married,2326,-0.8872068043389427,11411,-0.4077255740786956,1.0,-0.6778187248056703,Yes,12,3,3,4.0,-0.9355861841477514,3,2,2.75,4,-0.4910064335601377,1.0,2.0,-0.6152821934957711,1.0,-0.3685898527395261,2.0,-0.5950247357715714
42,Travel_Frequently,555,-0.6133336283320503,Sales,26,3,Marketing,Female,77,0.5464415392294111,3,4,Sales Executive,Married,13525,1.4915321085161384,14864,0.07739718440351871,5.0,0.9234565269617766,No,14,3,1,23.0,1.5063278540070333,2,4,3.25,18,1.794138840907512,0.8695652173913043,4.0,-0.06327436663641088,4.0,0.5623845176139496,8.0,1.0865254624871206
36,Travel_Frequently,566,-0.5860727808905515,Research & Development,18,4,Life Sciences,Male,81,0.743200648226426,4,1,Laboratory Technician,Married,3688,-0.5979093314120189,7122,-1.0103005845421236,4.0,0.5231377140199149,No,18,3,2,4.0,-0.9355861841477514,2,3,3.5,1,-0.9806804209460626,0.25,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
51,Travel_Rarely,1302,1.237925738831554,Research & Development,2,3,Medical,Male,84,0.8907699799741872,1,2,Manufacturing Director,Divorced,5482,-0.21685230760078433,16321,0.28209566662436614,5.0,0.9234565269617766,No,18,3,1,13.0,0.22110993918872554,3,3,3.25,4,-0.4910064335601377,0.3076923076923077,1.0,-0.8912861069254512,1.0,-0.3685898527395261,2.0,-0.5950247357715714
41,Travel_Rarely,334,-1.1610288360203456,Sales,2,4,Life Sciences,Male,88,1.0875290889712022,3,4,Manager,Single,16015,2.020423964307651,15896,0.22238608876310317,1.0,-0.6778187248056703,No,19,3,0,22.0,1.3778060625252024,2,3,2.75,18,1.794138840907512,1.0,10.0,1.5927491139416698,0.0,-0.6789146428573514,4.0,-0.03450800301867408
18,Travel_Rarely,812,0.023578898255695813,Sales,10,3,Medical,Female,69,0.1529233212353812,2,1,Sales Representative,Single,1200,-1.1263763744679562,9724,-0.6447374749068148,1.0,-0.6778187248056703,No,12,3,0,0.0,-1.4496733500750745,2,3,2.75,0,-1.1439050834080375,0.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
28,Travel_Rarely,1476,1.6691427801788998,Research & Development,16,2,Medical,Male,68,0.10373354398612747,4,2,Healthcare Representative,Single,5661,-0.17883156776677597,4824,-1.3331537843660821,0.0,-1.078137537747532,No,19,3,0,9.0,-0.29297722673859755,2,3,2.25,8,0.1618922162877623,0.8888888888888888,3.0,-0.339278280066091,0.0,-0.6789146428573514,7.0,0.8062670961106719
31,Travel_Rarely,218,-1.4485068635852427,Sales,7,3,Technical Degree,Male,100,1.6778064159622468,4,2,Sales Executive,Married,6929,0.09049970658809882,12241,-0.29111628084375846,4.0,0.5231377140199149,No,11,3,1,10.0,-0.16445543525676679,3,2,2.5,8,0.1618922162877623,0.8,7.0,0.7647373736526294,7.0,1.493358887967425,7.0,0.8062670961106719
39,Travel_Rarely,1132,0.8166217329174809,Research & Development,1,3,Medical,Male,48,-0.8800620009989472,4,3,Healthcare Representative,Divorced,9613,0.6605983977304364,10942,-0.47361684941265403,0.0,-1.078137537747532,No,17,3,3,19.0,0.9922406880797102,5,2,2.5,18,1.794138840907512,0.9473684210526315,10.0,1.5927491139416698,3.0,0.2520597274961243,7.0,0.8062670961106719
38,Travel_Rarely,849,0.1152744760134647,Research & Development,25,2,Life Sciences,Female,81,0.743200648226426,2,3,Research Director,Married,12061,1.1805691860748635,26707,1.741257256429254,3.0,0.12281890107805317,No,17,3,1,19.0,0.9922406880797102,2,3,2.25,10,0.48834154121171225,0.5263157894736842,8.0,1.0407412870823096,0.0,-0.6789146428573514,1.0,-0.8752831021480201
58,Non-Travel,390,-1.0222463399545332,Research & Development,1,4,Life Sciences,Male,32,-1.6670984369870068,1,2,Healthcare Representative,Divorced,5660,-0.17904397413456374,17056,0.38535811304325623,2.0,-0.27749991186380857,Yes,13,3,1,12.0,0.09258814770689477,2,3,3.5,5,-0.32778177109816264,0.4166666666666667,3.0,-0.339278280066091,1.0,-0.3685898527395261,2.0,-0.5950247357715714
31,Travel_Rarely,691,-0.27629042360079165,Research & Development,5,4,Technical Degree,Male,86,0.9891495344726946,3,1,Research Scientist,Married,4821,-0.35725291670849113,10077,-0.5951434020008717,0.0,-1.078137537747532,Yes,12,3,1,6.0,-0.6785426011840899,4,3,3.25,5,-0.32778177109816264,0.8333333333333334,2.0,-0.6152821934957711,0.0,-0.6789146428573514,3.0,-0.31476636939512276
31,Travel_Rarely,106,-1.7260718557168675,Human Resources,2,3,Human Resources,Male,62,-0.19140511950939493,2,2,Human Resources,Married,6410,-0.019739198293746627,17822,0.4929758463179091,3.0,0.12281890107805317,No,12,3,0,9.0,-0.29297722673859755,1,3,2.25,2,-0.8174557584840876,0.2222222222222222,2.0,-0.6152821934957711,1.0,-0.3685898527395261,0.0,-1.1555414685244687
33,Travel_Frequently,553,-0.6182901460486865,Research & Development,5,4,Life Sciences,Female,74,0.39887220748164987,3,3,Manager,Married,11878,1.141698820769704,23364,1.2715887416287783,6.0,1.3237753399036383,No,11,3,2,12.0,0.09258814770689477,2,3,2.75,10,0.48834154121171225,0.8333333333333334,6.0,0.48873346022294933,7.5,1.6485212830263376,8.0,1.0865254624871206
39,Travel_Rarely,117,-1.6988110082753685,Research & Development,10,1,Medical,Male,99,1.628616638712993,3,4,Manager,Married,16581,2.140645968475521,5355,-1.2585519353205983,1.0,-0.6778187248056703,Yes,14,3,0,21.0,1.2492842710433718,3,3,2.75,18,1.794138840907512,1.0,9.0,1.3167452005119897,7.5,1.6485212830263376,10.0,1.6470421952400178
43,Travel_Frequently,185,-1.5302894059097392,Research & Development,10,4,Life Sciences,Female,33,-1.617908659737753,3,1,Laboratory Technician,Single,2455,-0.8598063828943222,10675,-0.5111285136219651,0.0,-1.078137537747532,No,19,3,0,9.0,-0.29297722673859755,5,3,2.75,8,0.1618922162877623,0.8888888888888888,7.0,0.7647373736526294,1.0,-0.3685898527395261,7.0,0.8062670961106719
49,Travel_Rarely,1091,0.7150131197264397,Research & Development,1,2,Technical Degree,Female,90,1.1859086434697095,2,4,Healthcare Representative,Single,13964,1.5847785039749633,17810,0.49128992882535577,7.0,1.7240941528455003,Yes,12,3,0,25.0,1.7633714369706948,2,3,3.25,7,-0.0013324461742127045,0.28,1.0,-0.8912861069254512,0.0,-0.6789146428573514,7.0,0.8062670961106719
52,Travel_Rarely,723,-0.19698614013461316,Research & Development,8,4,Medical,Male,85,0.9399597572234408,2,2,Research Scientist,Married,4941,-0.3317641525739604,17747,0.4824388619894509,2.0,-0.27749991186380857,No,15,3,0,11.0,-0.035933643774936005,3,2,2.0,8,0.1618922162877623,0.7272727272727273,2.0,-0.6152821934957711,7.0,1.493358887967425,7.0,0.8062670961106719
32,Travel_Rarely,1018,0.5341002230692199,Research & Development,2,4,Medical,Female,74,0.39887220748164987,4,2,Research Scientist,Single,5055,-0.3075498266461562,10557,-0.5277067022987393,7.0,1.7240941528455003,No,16,3,0,10.0,-0.16445543525676679,0,2,2.5,7,-0.0013324461742127045,0.7,7.0,0.7647373736526294,0.0,-0.6789146428573514,7.0,0.8062670961106719
28,Travel_Rarely,1157,0.8785782043754328,Research & Development,2,4,Medical,Male,84,0.8907699799741872,1,1,Research Scientist,Married,3464,-0.6454883577964763,24737,1.4644858014017528,5.0,0.9234565269617766,Yes,13,3,0,5.0,-0.8070643926659207,4,2,2.75,3,-0.6542310960221126,0.6,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
31,Travel_Frequently,798,-0.011116725760757283,Research & Development,7,2,Life Sciences,Female,48,-0.8800620009989472,2,3,Manufacturing Director,Married,8943,0.5182861313126397,14034,-0.03921210883141841,1.0,-0.6778187248056703,No,24,4,1,10.0,-0.16445543525676679,2,3,2.5,10,0.48834154121171225,1.0,9.0,1.3167452005119897,7.5,1.6485212830263376,9.0,1.3667838288635692
47,Travel_Rarely,1482,1.6840123333288082,Research & Development,5,5,Life Sciences,Male,42,-1.1752006644944695,3,5,Research Director,Married,16581,2.140645968475521,16375,0.28968229534085604,4.0,0.5231377140199149,No,11,3,1,21.0,1.2492842710433718,2,3,3.0,3,-0.6542310960221126,0.14285714285714285,2.0,-0.6152821934957711,1.0,-0.3685898527395261,1.0,-0.8752831021480201
43,Travel_Frequently,559,-0.603420592898778,Research & Development,10,4,Life Sciences,Female,82,0.7923904254756797,2,2,Laboratory Technician,Divorced,5257,-0.26464374035302946,6227,-1.1360419308617244,1.0,-0.6778187248056703,No,11,3,1,9.0,-0.29297722673859755,3,4,3.0,9,0.32511687874973727,1.0,7.0,0.7647373736526294,0.0,-0.6789146428573514,0.0,-1.1555414685244687
54,Travel_Frequently,928,0.3110569258205929,Research & Development,20,4,Life Sciences,Female,31,-1.7162882142362605,3,2,Research Scientist,Single,4869,-0.34705741105467885,16885,0.3613337887743716,3.0,0.12281890107805317,No,12,3,0,20.0,1.120762479561541,4,2,3.25,4,-0.4910064335601377,0.2,3.0,-0.339278280066091,0.0,-0.6789146428573514,3.0,-0.31476636939512276
43,Travel_Rarely,1001,0.49196982247781257,Research & Development,7,3,Life Sciences,Female,43,-1.1260108872452157,3,3,Healthcare Representative,Married,9985,0.7396135665474817,9262,-0.7096452983701171,8.0,2.124412965787362,No,16,3,1,10.0,-0.16445543525676679,1,2,1.75,1,-0.9806804209460626,0.1,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
45,Travel_Rarely,549,-0.6282031814819588,Research & Development,8,4,Other,Male,75,0.4480619847309036,3,2,Research Scientist,Married,3697,-0.595997674101929,9278,-0.707397408380046,8.5,2.324572372258293,No,14,3,2,12.0,0.09258814770689477,3,3,3.0,10,0.48834154121171225,0.8333333333333334,9.0,1.3167452005119897,7.5,1.6485212830263376,8.0,1.0865254624871206
40,Travel_Rarely,1124,0.7967956620509362,Sales,1,2,Medical,Male,57,-0.4373540057556636,1,2,Sales Executive,Married,7457,0.20265026878003406,13273,-0.146127376484174,2.0,-0.27749991186380857,Yes,22,4,3,6.0,-0.6785426011840899,2,2,2.75,4,-0.4910064335601377,0.6666666666666666,3.0,-0.339278280066091,0.0,-0.6789146428573514,2.0,-0.5950247357715714
29,Travel_Rarely,318,-1.2006809777534349,Research & Development,8,4,Other,Male,77,0.5464415392294111,1,1,Laboratory Technician,Married,2119,-0.9311749224710083,4759,-1.3422858374507458,1.0,-0.6778187248056703,Yes,11,3,0,7.0,-0.5500208097022591,4,2,2.25,7,-0.0013324461742127045,1.0,7.0,0.7647373736526294,0.0,-0.6789146428573514,7.0,0.8062670961106719
29,Travel_Rarely,738,-0.15981225725984197,Research & Development,9,5,Other,Male,30,-1.7654779914855143,2,1,Laboratory Technician,Single,3983,-0.5352494529146308,7621,-0.940194515476782,0.0,-1.078137537747532,No,17,3,0,4.0,-0.9355861841477514,2,3,3.0,3,-0.6542310960221126,0.75,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
27,Travel_Rarely,1130,0.8116652152008447,Sales,8,4,Marketing,Female,56,-0.4865437830049173,3,2,Sales Executive,Married,6214,-0.06137084638014683,3415,-1.5311085966167164,1.0,-0.6778187248056703,No,18,3,1,8.0,-0.42149901822042835,3,3,2.0,8,0.1618922162877623,1.0,7.0,0.7647373736526294,0.0,-0.6789146428573514,7.0,0.8062670961106719
38,Travel_Rarely,343,-1.138724506295483,Research & Development,15,2,Life Sciences,Male,92,1.284288197968217,2,3,Research Director,Divorced,11510,1.0635332774238098,15682,0.1923205601459025,0.0,-1.078137537747532,Yes,14,3,1,12.0,0.09258814770689477,3,3,3.0,11,0.6515662036736872,0.9166666666666666,10.0,1.5927491139416698,2.0,-0.058265062621700905,9.0,1.3667838288635692
31,Travel_Rarely,1232,1.0644476187492886,Research & Development,7,4,Medical,Female,39,-1.3227699962422308,3,3,Manufacturing Director,Single,7143,0.13595466929467864,25713,1.6016070907960884,1.0,-0.6778187248056703,Yes,14,3,0,11.0,-0.035933643774936005,2,2,3.0,11,0.6515662036736872,1.0,9.0,1.3167452005119897,4.0,0.5623845176139496,10.0,1.6470421952400178
29,Travel_Rarely,144,-1.6318980191007804,Sales,10,1,Marketing,Female,39,-1.3227699962422308,2,2,Sales Executive,Divorced,8268,0.3749118330559043,11866,-0.34380120248604934,1.0,-0.6778187248056703,Yes,14,3,2,7.0,-0.5500208097022591,2,3,2.5,7,-0.0013324461742127045,1.0,7.0,0.7647373736526294,1.0,-0.3685898527395261,7.0,0.8062670961106719
35,Travel_Rarely,1296,1.2230561856816458,Research & Development,5,4,Technical Degree,Male,62,-0.19140511950939493,3,3,Manufacturing Director,Single,8095,0.3381655314286225,18264,0.5550738072936225,0.0,-1.078137537747532,No,13,3,0,17.0,0.7351971051160486,5,3,3.0,16,1.4676895159835621,0.9411764705882353,6.0,0.48873346022294933,0.0,-0.6789146428573514,13.0,2.4878172943693637
23,Travel_Rarely,1309,1.2552735508397808,Research & Development,26,1,Life Sciences,Male,83,0.8415802027249334,3,1,Research Scientist,Divorced,2904,-0.7644359237576197,16092,0.24992274114147386,1.0,-0.6778187248056703,No,12,3,2,4.0,-0.9355861841477514,2,2,3.0,4,-0.4910064335601377,1.0,2.0,-0.6152821934957711,0.0,-0.6789146428573514,2.0,-0.5950247357715714
47,Travel_Frequently,1309,1.2552735508397808,Sales,4,1,Medical,Male,99,1.628616638712993,3,2,Sales Representative,Single,2976,-0.7491426652769012,25751,1.6069458295225072,3.0,0.12281890107805317,No,19,3,0,5.0,-0.8070643926659207,3,3,2.25,0,-1.1439050834080375,0.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
29,Non-Travel,746,-0.13998618639329735,Sales,2,3,Life Sciences,Male,61,-0.24059489675864865,3,2,Sales Executive,Married,4649,-0.3937868119679852,16928,0.3673749931226876,1.0,-0.6778187248056703,No,14,3,1,4.0,-0.9355861841477514,3,2,2.5,4,-0.4910064335601377,1.0,3.0,-0.339278280066091,0.0,-0.6789146428573514,2.0,-0.5950247357715714
42,Travel_Rarely,544,-0.6405944757735491,Human Resources,2,1,Technical Degree,Male,52,-0.6833028920019322,3,1,Human Resources,Divorced,2696,-0.8086164482574729,24017,1.3633307518485542,0.0,-1.078137537747532,Yes,11,3,1,4.0,-0.9355861841477514,5,3,3.0,3,-0.6542310960221126,0.75,2.0,-0.6152821934957711,1.0,-0.3685898527395261,0.0,-1.1555414685244687
37,Travel_Rarely,1319,1.2800561394229615,Research & Development,6,3,Medical,Male,51,-0.732492669251186,4,2,Research Scientist,Divorced,5974,-0.11234837464920831,17001,0.3776309912023869,4.0,0.5231377140199149,Yes,13,3,2,13.0,0.22110993918872554,2,3,2.0,7,-0.0013324461742127045,0.5384615384615384,7.0,0.7647373736526294,6.0,1.1830340978496,7.0,0.8062670961106719
30,Non-Travel,641,-0.4002033665166956,Sales,25,2,Technical Degree,Female,85,0.9399597572234408,3,2,Sales Executive,Married,4736,-0.3753074579704504,6069,-1.1582398445136763,7.0,1.7240941528455003,Yes,12,3,1,4.0,-0.9355861841477514,2,4,3.25,2,-0.8174557584840876,0.5,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
42,Travel_Rarely,1332,1.3122735045810965,Research & Development,2,4,Other,Male,98,1.5794268614637395,2,2,Healthcare Representative,Single,6781,0.05906356415551091,17078,0.388448961779604,3.0,0.12281890107805317,No,23,4,0,14.0,0.3496317306705563,6,3,2.5,1,-0.9806804209460626,0.07142857142857142,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
21,Travel_Frequently,756,-0.11520359781011656,Sales,1,1,Technical Degree,Female,99,1.628616638712993,2,1,Sales Representative,Single,2174,-0.9194925722426817,9150,-0.7253805283006146,1.0,-0.6778187248056703,Yes,11,3,0,3.0,-1.0641079756295821,3,3,2.25,3,-0.6542310960221126,1.0,2.0,-0.6152821934957711,1.0,-0.3685898527395261,2.0,-0.5950247357715714
36,Non-Travel,845,0.1053614405801924,Sales,1,5,Medical,Female,45,-1.0276313327467084,3,2,Sales Executive,Single,6653,0.031875549078678116,15276,0.13528035164784893,4.0,0.5231377140199149,No,15,3,0,7.0,-0.5500208097022591,6,3,3.25,1,-0.9806804209460626,0.14285714285714285,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
36,Travel_Frequently,541,-0.6480292523485034,Sales,3,4,Medical,Male,48,-0.8800620009989472,2,3,Sales Executive,Married,9699,0.6788653453601834,7246,-0.9928794371190728,4.0,0.5231377140199149,No,11,3,1,16.0,0.6066753136342179,2,3,2.25,13,0.9780155285976372,0.8125,9.0,1.3167452005119897,1.0,-0.3685898527395261,12.0,2.207558927992915
57,Travel_Rarely,593,-0.5191597917159633,Research & Development,1,4,Medical,Male,88,1.0875290889712022,3,2,Healthcare Representative,Married,6755,0.05354099859302924,2967,-1.5940495163387065,2.0,-0.27749991186380857,No,11,3,0,15.0,0.4781535221523871,2,3,3.25,3,-0.6542310960221126,0.2,2.0,-0.6152821934957711,1.0,-0.3685898527395261,2.0,-0.5950247357715714
40,Travel_Rarely,1171,0.9132738283918859,Research & Development,10,4,Life Sciences,Female,46,-0.9784415554974546,4,1,Laboratory Technician,Married,2213,-0.9112087238989592,22495,1.149500216543043,3.0,0.12281890107805317,Yes,13,3,1,10.0,-0.16445543525676679,3,3,3.25,7,-0.0013324461742127045,0.7,7.0,0.7647373736526294,1.0,-0.3685898527395261,7.0,0.8062670961106719
21,Non-Travel,895,0.2292743834960963,Sales,9,2,Medical,Male,39,-1.3227699962422308,3,1,Sales Representative,Single,2610,-0.82688339588722,2851,-1.6103467187667218,1.0,-0.6778187248056703,No,24,4,0,3.0,-1.0641079756295821,3,2,2.5,3,-0.6542310960221126,1.0,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
33,Travel_Rarely,350,-1.1213766942872563,Sales,5,3,Marketing,Female,34,-1.5687188824884994,3,1,Sales Representative,Single,2851,-0.7756934612503708,9150,-0.7253805283006146,1.0,-0.6778187248056703,Yes,13,3,0,1.0,-1.3211515585932438,2,3,3.0,1,-0.9806804209460626,1.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
37,Travel_Rarely,921,0.29370911381236636,Research & Development,10,3,Medical,Female,98,1.5794268614637395,3,1,Laboratory Technician,Married,3452,-0.6480372342099293,17663,0.4706374395415777,6.0,1.3237753399036383,No,20,4,1,17.0,0.7351971051160486,3,3,2.25,5,-0.32778177109816264,0.29411764705882354,4.0,-0.06327436663641088,0.0,-0.6789146428573514,3.0,-0.31476636939512276
46,Non-Travel,1144,0.8463608392172978,Research & Development,7,4,Medical,Female,30,-1.7654779914855143,3,2,Manufacturing Director,Married,5258,-0.2644313339852417,16044,0.24317907117126064,2.0,-0.27749991186380857,No,14,3,0,7.0,-0.5500208097022591,2,4,3.25,1,-0.9806804209460626,0.14285714285714285,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
41,Travel_Frequently,143,-1.6343762779590985,Sales,4,3,Marketing,Male,56,-0.4865437830049173,3,2,Sales Executive,Single,9355,0.6057975548411952,9558,-0.6680593335538022,1.0,-0.6778187248056703,No,18,3,0,8.0,-0.42149901822042835,5,3,2.25,8,0.1618922162877623,1.0,7.0,0.7647373736526294,7.0,1.493358887967425,7.0,0.8062670961106719
50,Travel_Rarely,1046,0.6034914711021261,Research & Development,10,3,Technical Degree,Male,100,1.6778064159622468,2,3,Healthcare Representative,Single,10496,0.848153220487025,2755,-1.6238340587071483,6.0,1.3237753399036383,No,15,3,0,20.0,1.120762479561541,2,3,3.75,4,-0.4910064335601377,0.2,3.0,-0.339278280066091,1.0,-0.3685898527395261,3.0,-0.31476636939512276
40,Travel_Rarely,575,-0.5637684511656887,Sales,22,2,Marketing,Male,68,0.10373354398612747,2,2,Sales Executive,Married,6380,-0.02611138932737931,6110,-1.1524796264141193,2.0,-0.27749991186380857,Yes,12,3,2,8.0,-0.42149901822042835,6,3,2.5,6,-0.1645571086361877,0.75,4.0,-0.06327436663641088,1.0,-0.3685898527395261,0.0,-1.1555414685244687
31,Travel_Rarely,408,-0.9776376805048078,Research & Development,9,4,Life Sciences,Male,42,-1.1752006644944695,2,1,Research Scientist,Single,2657,-0.8169002966011955,7551,-0.950029034183343,0.0,-1.078137537747532,Yes,16,3,0,3.0,-1.0641079756295821,5,3,3.0,2,-0.8174557584840876,0.6666666666666666,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
21,Travel_Rarely,156,-1.6021589128009635,Sales,12,3,Life Sciences,Female,90,1.1859086434697095,4,1,Sales Representative,Single,2716,-0.8043683209017178,25422,1.5607235916016706,1.0,-0.6778187248056703,No,15,3,0,1.0,-1.3211515585932438,0,3,3.0,1,-0.9806804209460626,1.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
29,Travel_Rarely,1283,1.1908388205235108,Research & Development,23,3,Life Sciences,Male,54,-0.5849233375034247,3,1,Research Scientist,Single,2201,-0.9137576003124123,18168,0.5415864673531962,8.5,2.324572372258293,No,16,3,0,6.0,-0.6785426011840899,4,3,3.75,3,-0.6542310960221126,0.5,2.0,-0.6152821934957711,1.0,-0.3685898527395261,2.0,-0.5950247357715714
35,Travel_Rarely,755,-0.11768185666843464,Research & Development,9,4,Life Sciences,Male,97,1.5302370842144857,2,2,Healthcare Representative,Single,6540,0.007873629518661674,19394,0.7138310378423924,8.5,2.324572372258293,No,19,3,0,10.0,-0.16445543525676679,5,3,2.75,1,-0.9806804209460626,0.1,1.0,-0.8912861069254512,0.0,-0.6789146428573514,0.0,-1.1555414685244687
27,Travel_Rarely,1469,1.6517949681706732,Research & Development,1,2,Medical,Male,82,0.7923904254756797,3,1,Laboratory Technician,Divorced,3816,-0.5707213163351861,17881,0.5012649406562961,1.0,-0.6778187248056703,No,11,3,1,5.0,-0.8070643926659207,2,3,2.75,5,-0.32778177109816264,1.0,2.0,-0.6152821934957711,0.0,-0.6789146428573514,4.0,-0.03450800301867408
28,Travel_Rarely,304,-1.235376601769888,Sales,9,4,Life Sciences,Male,92,1.284288197968217,3,2,Sales Executive,Single,5253,-0.2654933658241805,20750,0.9043397145009162,1.0,-0.6778187248056703,No,16,3,0,7.0,-0.5500208097022591,1,3,3.25,7,-0.0013324461742127045,1.0,5.0,0.21272954679326922,0.0,-0.6789146428573514,7.0,0.8062670961106719
49,Travel_Rarely,1261,1.136317125640513,Research & Development,7,3,Other,Male,31,-1.7162882142362605,2,3,Healthcare Representative,Single,10965,0.9477718069794826,12066,-0.31570257761016085,8.0,2.124412965787362,No,24,4,0,26.0,1.8918932284525256,2,3,2.75,5,-0.32778177109816264,0.19230769230769232,2.0,-0.6152821934957711,0.0,-0.6789146428573514,0.0,-1.1555414685244687
51,Travel_Rarely,1178,0.9306216404001124,Sales,14,2,Life Sciences,Female,87,1.0383393117219484,3,2,Sales Executive,Married,4936,-0.3328261844128992,14862,0.07711619815475983,4.0,0.5231377140199149,No,11,3,1,18.0,0.8637188965978794,2,2,3.0,7,-0.0013324461742127045,0.3888888888888889,7.0,0.7647373736526294,0.0,-0.6789146428573514,7.0,0.8062670961106719
36,Travel_Rarely,329,-1.173420130311936,Research & Development,2,3,Life Sciences,Female,96,1.481047306965232,3,1,Research Scientist,Married,2543,-0.8411146225289997,11868,-0.34352021623729045,4.0,0.5231377140199149,No,13,3,1,6.0,-0.6785426011840899,3,3,3.0,2,-0.8174557584840876,0.3333333333333333,2.0,-0.6152821934957711,2.0,-0.058265062621700905,2.0,-0.5950247357715714
55,Travel_Rarely,1311,1.260230068556417,Research & Development,2,3,Life Sciences,Female,97,1.5302370842144857,3,4,Manager,Single,16581,2.140645968475521,23258,1.2566964704445576,2.0,-0.27749991186380857,Yes,13,3,0,28.5,2.2131977071571027,2,3,3.25,5,-0.32778177109816264,0.16666666666666666,4.0,-0.06327436663641088,1.0,-0.3685898527395261,2.0,-0.5950247357715714
30,Travel_Rarely,202,-1.488159005318332,Sales,2,1,Technical Degree,Male,72,0.30049265298314237,3,1,Sales Representative,Married,2476,-0.8553458491707794,17434,0.4384645140586855,1.0,-0.6778187248056703,No,18,3,1,1.0,-1.3211515585932438,3,3,2.25,1,-0.9806804209460626,1.0,0.0,-1.1672900203551313,0.0,-0.6789146428573514,0.0,-1.1555414685244687
26,Travel_Frequently,575,-0.5637684511656887,Research & Development,3,1,Technical Degree,Male,73,0.3496824302323961,3,1,Research Scientist,Single,3102,-0.7223794629356439,6582,-1.0861668717070225,0.0,-1.078137537747532,No,22,4,0,7.0,-0.5500208097022591,2,3,2.5,6,-0.1645571086361877,0.8571428571428571,4.0,-0.06327436663641088,0.0,-0.6789146428573514,4.0,-0.03450800301867408
